user_id,lifecycle_stage,days_since_signup,age_band,region,sessions_last_7d,exercises_completed_7d,streak_current,coins_balance,feature_ai_tutor_used,feature_leaderboard_viewed,feature_progress_checked,preferred_hour,notif_open_rate_30d,motivation_score
USR_000964,inactive,67,25-34,tier2,0,0,0,15,False,False,False,14,0.037,0.16
USR_000965,inactive,34,35-44,tier1,0,0,0,37,False,False,False,21,0.056,0.18
USR_000966,paid,26,25-34,tier1,9,13,12,332,True,True,True,12,0.441,0.63
USR_000967,trial,3,18-24,tier2,5,6,3,42,False,False,False,21,0.188,0.45
USR_000968,inactive,75,18-24,tier3,1,1,0,3,False,False,False,15,0.026,0.11
USR_000969,churned,131,18-24,tier2,0,1,0,50,False,False,False,12,0.083,0.22
USR_000970,paid,89,25-34,tier3,7,12,10,228,True,True,True,7,0.626,0.85
USR_000971,paid,111,25-34,tier2,20,9,26,296,False,True,True,16,0.555,0.77
USR_000972,trial,1,25-34,tier3,5,4,1,40,False,True,False,21,0.327,0.54
USR_000973,inactive,66,18-24,tier2,0,0,0,43,False,False,False,20,0.021,0.1
USR_000974,paid,110,25-34,tier2,12,11,6,420,True,True,True,18,0.421,0.83
USR_000975,trial,7,25-34,tier2,8,3,4,27,False,False,False,6,0.21,0.53
USR_000976,inactive,88,25-34,tier3,1,0,0,20,False,False,False,8,0.038,0.12
USR_000977,trial,0,18-24,tier2,3,2,0,30,True,True,False,18,0.179,0.67
USR_000978,paid,87,18-24,tier2,18,9,10,281,True,True,False,17,0.34,0.6
USR_000979,paid,113,35-44,tier1,9,9,2,307,True,True,False,18,0.286,0.49
USR_000980,trial,2,25-34,tier1,10,4,0,24,False,False,False,16,0.246,0.7
USR_000981,paid,57,25-34,tier1,16,13,3,307,True,True,True,20,0.416,0.8
USR_000982,paid,34,25-34,tier2,11,14,20,362,True,True,True,13,0.441,0.81
USR_000983,inactive,17,25-34,tier3,1,0,0,27,False,True,False,14,0.01,0.07
USR_000984,churned,95,35-44,tier1,0,0,0,12,False,False,False,15,0.07,0.15
USR_000985,churned,88,45+,tier2,0,1,0,27,True,True,False,10,0.05,0.28
USR_000986,trial,4,35-44,tier1,3,2,5,18,False,False,False,19,0.397,0.61
USR_000987,paid,38,45+,tier3,4,14,16,389,False,True,False,12,0.469,0.45
USR_000988,trial,0,45+,tier1,4,2,1,14,False,False,True,7,0.317,0.65
USR_000989,trial,4,25-34,tier2,7,5,5,45,True,False,True,23,0.221,0.76
USR_000990,paid,58,35-44,tier2,12,13,25,400,True,True,True,16,0.552,0.67
USR_000991,paid,71,25-34,tier2,7,4,5,170,True,True,True,14,0.432,0.95
USR_000992,paid,107,35-44,tier1,12,5,22,247,False,True,True,8,0.29,0.73
USR_000993,trial,5,25-34,tier3,10,5,2,60,False,False,False,12,0.159,0.43
USR_000994,inactive,23,35-44,tier3,1,0,0,32,False,False,False,11,0.022,0.15
USR_000995,trial,4,45+,tier1,2,4,3,40,False,True,False,8,0.244,0.47
USR_000996,trial,7,25-34,tier1,9,5,3,55,False,False,True,23,0.22,0.7
USR_000997,trial,4,25-34,tier3,4,8,1,88,True,True,True,6,0.214,0.71
USR_000998,paid,27,25-34,tier3,11,11,29,356,False,True,True,19,0.512,0.59
USR_000999,inactive,28,18-24,tier2,0,0,0,47,False,False,False,15,0.049,0.2
USR_001000,trial,4,25-34,tier2,10,8,1,88,False,True,False,12,0.524,0.81
USR_001001,trial,4,25-34,tier3,3,3,1,39,False,True,False,21,0.422,0.79
USR_001002,paid,50,25-34,tier2,9,7,20,250,True,True,True,7,0.468,0.93
USR_001003,paid,55,45+,tier2,6,6,23,226,False,True,True,17,0.364,0.64
USR_001004,trial,1,18-24,tier2,4,3,5,21,False,False,False,21,0.355,0.48
USR_001005,inactive,31,18-24,tier1,0,0,0,6,False,False,False,13,0.033,0.28
USR_001006,trial,0,25-34,tier3,10,3,1,42,False,True,False,18,0.326,0.6
USR_001007,trial,4,18-24,tier2,5,9,4,108,True,True,True,17,0.217,0.65
USR_001008,churned,105,25-34,tier2,2,1,0,45,False,False,False,9,0.074,0.38
USR_001009,trial,1,18-24,tier2,5,11,1,121,True,True,True,15,0.34,0.76
USR_001010,trial,4,25-34,tier3,11,3,3,27,True,True,True,6,0.386,0.42
USR_001011,paid,58,35-44,tier2,15,15,14,276,True,True,True,20,0.567,0.82
USR_001012,inactive,25,18-24,tier2,1,1,0,26,False,False,False,23,0.065,0.27
USR_001013,trial,5,18-24,tier2,11,5,0,65,False,False,True,16,0.377,0.64
USR_001014,trial,3,25-34,tier2,7,10,5,100,False,False,True,19,0.176,0.63
USR_001015,trial,1,25-34,tier3,7,9,6,81,False,True,True,17,0.346,0.86
USR_001016,inactive,88,35-44,tier3,0,0,0,17,False,False,False,13,0.07,0.05
USR_001017,paid,10,35-44,tier3,11,15,22,364,True,True,True,22,0.354,0.71
USR_001018,inactive,56,35-44,tier2,0,0,0,46,False,False,False,6,0.074,0.15
USR_001019,trial,6,25-34,tier2,4,5,5,30,False,True,False,18,0.358,0.58
USR_001020,inactive,14,35-44,tier3,1,0,0,49,False,False,False,10,0.046,0.22
USR_001021,paid,86,25-34,tier2,9,5,25,126,True,True,False,19,0.574,0.66
USR_001022,trial,3,18-24,tier2,8,10,5,110,False,False,True,21,0.362,0.41
USR_001023,trial,1,18-24,tier2,13,9,6,45,False,False,True,16,0.319,0.87
USR_001024,trial,0,18-24,tier2,13,10,5,140,False,False,False,11,0.429,0.61
USR_001025,paid,68,35-44,tier2,11,16,21,493,True,True,True,9,0.368,0.62
USR_001026,trial,2,18-24,tier3,10,9,7,81,False,False,False,17,0.307,0.54
USR_001027,paid,31,18-24,tier2,18,18,32,330,False,True,True,15,0.407,0.77
USR_001028,paid,14,25-34,tier1,8,14,16,457,False,True,True,17,0.515,0.71
USR_001029,churned,40,18-24,tier2,1,2,0,30,False,True,True,23,0.017,0.2
USR_001030,trial,1,35-44,tier2,5,6,3,90,True,True,False,16,0.472,0.75
USR_001031,churned,62,25-34,tier3,0,1,0,49,False,True,False,12,0.105,0.25
USR_001032,churned,140,25-34,tier1,0,1,0,15,False,False,False,21,0.049,0.25
USR_001033,paid,40,35-44,tier3,13,9,26,230,True,True,True,7,0.471,0.61
USR_001034,trial,0,18-24,tier3,10,8,1,40,False,False,False,20,0.401,0.51
USR_001035,paid,26,18-24,tier2,18,17,30,340,True,True,True,18,0.338,0.65
USR_001036,paid,92,18-24,tier2,9,12,12,472,True,True,True,22,0.271,0.52
USR_001037,trial,2,25-34,tier3,5,3,5,24,False,True,True,13,0.236,0.64
USR_001038,churned,129,18-24,tier2,0,1,0,41,False,False,False,6,0.072,0.14
USR_001039,inactive,80,18-24,tier3,0,0,0,18,False,False,True,23,0.016,0.18
USR_001040,trial,2,18-24,tier3,9,10,0,80,True,False,True,19,0.185,0.88
USR_001041,trial,6,25-34,tier3,5,8,4,112,False,False,True,14,0.297,0.71
USR_001042,trial,5,18-24,tier1,6,8,3,64,False,False,False,12,0.456,0.65
USR_001043,paid,76,18-24,tier2,23,5,24,142,True,True,True,15,0.353,0.94
USR_001044,inactive,89,25-34,tier3,1,0,0,48,False,False,False,17,0.067,0.28
USR_001045,trial,2,25-34,tier2,9,7,0,98,False,True,True,13,0.211,0.82
USR_001046,trial,5,25-34,tier1,10,7,3,49,False,False,False,18,0.203,0.46
USR_001047,trial,3,18-24,tier1,4,4,0,36,False,True,False,20,0.279,0.62
USR_001048,churned,70,25-34,tier2,1,0,0,9,False,False,True,19,0.041,0.26
USR_001049,paid,29,25-34,tier2,9,11,18,354,False,False,True,21,0.643,0.8
USR_001050,churned,85,25-34,tier2,3,0,0,1,False,False,False,19,0.109,0.34
USR_001051,trial,7,18-24,tier3,12,9,0,108,False,True,False,23,0.212,0.75
USR_001052,paid,112,25-34,tier3,7,11,17,374,True,False,True,18,0.546,0.6
USR_001053,paid,41,18-24,tier2,10,13,29,338,True,False,True,21,0.465,0.52
USR_001054,trial,1,25-34,tier2,10,4,1,20,False,True,False,19,0.392,0.54
USR_001055,inactive,35,25-34,tier1,1,0,0,23,False,False,False,19,0.043,0.07
USR_001056,trial,0,25-34,tier3,9,9,2,117,False,False,True,12,0.226,0.74
USR_001057,churned,152,25-34,tier2,0,1,0,2,False,False,False,7,0.055,0.15
USR_001058,paid,14,25-34,tier1,4,7,9,201,True,True,True,17,0.398,0.62
USR_001059,paid,49,35-44,tier2,9,4,10,195,True,False,True,5,0.4,0.54
USR_001060,trial,7,25-34,tier2,8,8,0,72,False,False,False,9,0.191,0.71
USR_001061,churned,94,35-44,tier3,2,0,0,30,True,False,False,19,0.036,0.23
USR_001062,paid,56,45+,tier2,14,5,18,258,True,True,True,9,0.483,0.61
USR_001063,paid,60,25-34,tier3,9,4,26,143,True,True,True,15,0.339,0.84
USR_001064,paid,88,18-24,tier2,12,10,26,389,False,True,True,15,0.545,0.84
USR_001065,churned,35,18-24,tier3,2,1,0,1,False,False,False,19,0.126,0.34
USR_001066,churned,172,25-34,tier2,2,1,0,21,False,True,False,18,0.087,0.18
USR_001067,trial,4,25-34,tier1,4,8,1,88,True,False,True,13,0.415,0.74
USR_001068,churned,53,35-44,tier3,0,1,0,40,False,False,False,7,0.084,0.28
USR_001069,churned,112,25-34,tier1,2,0,0,20,True,True,False,19,0.064,0.1
USR_001070,inactive,66,18-24,tier3,1,0,0,21,False,False,True,21,0.046,0.05
USR_001071,churned,164,18-24,tier1,2,0,0,46,False,False,False,7,0.03,0.24
USR_001072,inactive,41,35-44,tier3,0,0,0,36,False,False,False,19,0.057,0.24
USR_001073,trial,6,25-34,tier1,7,4,0,56,False,True,False,8,0.208,0.45
USR_001074,paid,50,18-24,tier2,11,5,11,198,False,False,True,19,0.539,0.52
USR_001075,paid,71,35-44,tier2,17,9,27,198,True,True,True,13,0.592,0.79
USR_001076,inactive,60,18-24,tier3,0,0,0,6,True,False,False,16,0.066,0.27
USR_001077,inactive,57,35-44,tier2,0,0,0,9,False,False,False,13,0.046,0.09
USR_001078,paid,45,45+,tier3,13,3,8,265,True,True,True,7,0.395,0.77
USR_001079,churned,84,25-34,tier2,0,0,0,23,False,False,False,18,0.02,0.12
USR_001080,inactive,51,25-34,tier1,0,0,0,39,False,False,False,19,0.064,0.28
USR_001081,inactive,62,25-34,tier2,1,0,0,5,False,False,False,19,0.072,0.21
USR_001082,inactive,60,18-24,tier2,1,0,0,50,False,False,False,22,0.046,0.09
USR_001083,inactive,38,18-24,tier1,0,0,0,3,False,False,False,19,0.074,0.11
USR_001084,paid,68,25-34,tier3,7,12,15,387,False,True,True,9,0.466,0.69
USR_001085,paid,54,18-24,tier2,17,19,19,553,True,True,True,16,0.296,0.8
USR_001086,inactive,86,18-24,tier1,1,0,0,17,False,False,False,20,0.042,0.26
USR_001087,trial,5,25-34,tier2,6,2,6,16,False,False,False,18,0.183,0.41
USR_001088,churned,60,18-24,tier2,0,0,0,2,False,False,False,18,0.087,0.26
USR_001089,inactive,42,35-44,tier1,0,0,0,24,False,False,False,6,0.079,0.17
USR_001090,paid,112,18-24,tier2,16,17,29,336,False,True,True,20,0.276,0.51
USR_001091,trial,3,25-34,tier1,10,9,4,108,True,True,False,12,0.464,0.68
USR_001092,paid,99,18-24,tier1,20,17,23,596,True,True,True,9,0.589,0.84
USR_001093,inactive,86,35-44,tier3,1,0,0,12,False,False,False,6,0.021,0.1
USR_001094,paid,48,18-24,tier1,10,17,8,331,True,True,True,18,0.388,0.91
USR_001095,trial,3,18-24,tier2,11,4,4,32,True,False,True,17,0.212,0.73
USR_001096,paid,47,35-44,tier2,8,4,27,212,True,True,True,15,0.652,0.84
USR_001097,trial,3,45+,tier1,7,6,2,42,False,False,False,11,0.311,0.54
USR_001098,trial,7,35-44,tier2,10,6,5,72,True,False,False,7,0.301,0.43
USR_001099,churned,139,25-34,tier2,2,0,0,21,False,False,False,23,0.059,0.17
USR_001100,trial,0,35-44,tier3,6,6,3,72,False,False,True,14,0.183,0.65
USR_001101,trial,2,25-34,tier3,10,2,5,30,True,False,True,10,0.269,0.59
USR_001102,trial,5,45+,tier2,2,4,6,28,False,True,True,6,0.403,0.78
USR_001103,trial,6,25-34,tier2,12,8,7,104,False,False,True,18,0.346,0.68
USR_001104,inactive,18,45+,tier1,1,0,0,16,False,False,False,15,0.06,0.18
USR_001105,paid,120,18-24,tier1,14,16,20,338,True,True,True,20,0.463,0.75
USR_001106,trial,6,35-44,tier1,6,4,3,56,True,False,True,12,0.2,0.76
USR_001107,trial,7,25-34,tier3,8,5,3,35,False,True,True,20,0.481,0.83
USR_001108,trial,0,25-34,tier2,10,6,5,30,False,False,False,14,0.337,0.4
USR_001109,churned,129,35-44,tier3,1,1,0,21,True,True,False,15,0.102,0.24
USR_001110,inactive,81,18-24,tier1,0,0,0,34,False,False,False,20,0.017,0.14
USR_001111,churned,86,35-44,tier3,2,0,0,20,False,False,True,6,0.098,0.34
USR_001112,trial,7,35-44,tier3,4,8,2,112,True,False,True,17,0.299,0.8
USR_001113,churned,159,25-34,tier1,0,1,0,1,False,False,False,22,0.07,0.1
USR_001114,paid,44,35-44,tier3,15,6,7,251,True,True,True,16,0.591,0.7
USR_001115,paid,114,18-24,tier1,16,12,10,373,False,True,True,16,0.391,0.52
USR_001116,trial,3,18-24,tier1,10,6,6,54,True,True,False,10,0.48,0.66
USR_001117,inactive,27,18-24,tier3,0,0,0,33,False,False,False,6,0.061,0.24
USR_001118,paid,24,18-24,tier3,18,4,14,272,True,True,True,17,0.551,0.61
USR_001119,churned,44,35-44,tier2,2,1,0,45,False,False,False,19,0.031,0.21
USR_001120,trial,4,18-24,tier3,8,5,4,35,False,True,False,19,0.25,0.88
USR_001121,trial,1,25-34,tier1,9,5,2,40,False,False,True,20,0.252,0.44
USR_001122,paid,38,35-44,tier1,5,13,22,326,False,True,True,5,0.405,0.75
USR_001123,trial,2,25-34,tier2,9,4,2,32,False,True,False,19,0.212,0.66
USR_001124,paid,100,35-44,tier3,17,11,6,243,True,True,True,7,0.35,0.45
USR_001125,paid,77,35-44,tier1,14,4,5,113,True,True,True,17,0.504,0.75
USR_001126,paid,39,18-24,tier1,11,11,8,359,True,True,True,17,0.531,0.75
USR_001127,churned,112,35-44,tier2,0,1,0,5,False,False,False,5,0.031,0.17
USR_001128,paid,66,35-44,tier2,10,12,8,246,True,False,True,21,0.449,0.52
USR_001129,paid,99,18-24,tier2,18,19,23,459,False,True,True,13,0.532,0.93
USR_001130,inactive,55,45+,tier3,1,0,0,15,False,False,False,14,0.055,0.09
USR_001131,churned,111,35-44,tier2,1,0,0,18,False,False,False,7,0.105,0.23
USR_001132,trial,4,18-24,tier2,9,11,4,55,True,False,True,22,0.375,0.76
USR_001133,trial,0,18-24,tier1,6,7,4,49,False,False,True,20,0.462,0.78
USR_001134,paid,39,25-34,tier3,6,4,21,158,True,True,True,19,0.337,0.94
USR_001135,trial,7,18-24,tier3,9,10,6,100,False,False,True,14,0.408,0.66
USR_001136,churned,166,25-34,tier1,1,0,0,24,False,False,True,12,0.053,0.31
USR_001137,paid,81,35-44,tier3,8,9,11,323,False,True,True,20,0.328,0.8
USR_001138,trial,5,35-44,tier3,8,2,1,28,False,False,True,18,0.418,0.48
USR_001139,paid,83,25-34,tier1,11,11,5,418,True,True,True,8,0.556,0.65
USR_001140,paid,85,25-34,tier1,15,12,5,305,True,False,True,18,0.281,0.64
USR_001141,churned,93,35-44,tier3,0,1,0,29,False,False,False,15,0.08,0.1
USR_001142,churned,163,25-34,tier2,0,1,0,21,False,False,False,18,0.03,0.13
USR_001143,inactive,31,25-34,tier2,0,0,0,50,False,False,False,22,0.064,0.26
USR_001144,trial,3,25-34,tier2,9,6,2,42,False,False,False,10,0.336,0.79
USR_001145,trial,5,25-34,tier2,8,5,5,35,False,True,True,19,0.193,0.47
USR_001146,inactive,60,45+,tier2,1,0,0,27,False,False,False,15,0.014,0.11
USR_001147,inactive,30,18-24,tier1,1,0,0,0,False,False,False,22,0.05,0.08
USR_001148,trial,3,25-34,tier2,3,2,2,18,False,False,False,16,0.335,0.85
USR_001149,paid,107,25-34,tier2,20,9,15,257,True,True,True,20,0.341,0.58
USR_001150,trial,1,25-34,tier3,3,2,6,14,False,True,True,19,0.209,0.8
USR_001151,paid,20,18-24,tier1,17,13,15,388,True,True,False,20,0.405,0.57
USR_001152,trial,7,25-34,tier1,8,4,6,44,True,False,False,16,0.244,0.77
USR_001153,trial,6,25-34,tier1,4,5,3,25,False,False,True,6,0.192,0.55
USR_001154,trial,3,45+,tier3,7,2,4,20,False,False,False,10,0.223,0.74
USR_001155,paid,97,25-34,tier3,17,4,4,127,True,True,False,18,0.276,0.62
USR_001156,trial,1,25-34,tier2,11,2,5,30,True,False,False,20,0.325,0.53
USR_001157,churned,46,25-34,tier2,0,0,0,25,True,False,False,17,0.073,0.28
USR_001158,churned,87,25-34,tier2,2,0,0,24,False,False,False,12,0.065,0.31
USR_001159,inactive,20,18-24,tier2,1,0,0,37,False,False,False,20,0.048,0.26
USR_001160,paid,86,25-34,tier3,11,4,22,159,True,True,True,18,0.321,0.91
USR_001161,paid,29,35-44,tier2,6,9,24,218,True,True,True,8,0.581,0.75
USR_001162,paid,73,25-34,tier2,14,17,25,503,True,True,False,22,0.526,0.7
USR_001163,trial,6,35-44,tier1,9,3,0,42,False,False,True,15,0.472,0.67
USR_001164,inactive,15,45+,tier2,0,0,0,12,False,False,False,17,0.021,0.17
USR_001165,paid,19,18-24,tier2,19,15,32,378,True,True,True,13,0.513,0.73
USR_001166,churned,152,25-34,tier3,1,0,0,22,False,False,False,19,0.062,0.21
USR_001167,paid,39,25-34,tier2,8,8,28,272,True,True,True,8,0.628,0.81
USR_001168,trial,6,18-24,tier2,10,4,4,36,True,True,False,9,0.301,0.59
USR_001169,trial,5,25-34,tier1,3,2,6,26,False,False,True,17,0.193,0.55
USR_001170,inactive,48,45+,tier3,0,0,0,48,False,False,False,11,0.08,0.17
USR_001171,paid,10,25-34,tier1,13,4,10,162,False,True,True,19,0.372,0.57
USR_001172,churned,134,18-24,tier1,2,0,0,1,False,False,True,16,0.098,0.11
USR_001173,inactive,52,25-34,tier3,0,0,0,26,False,False,False,12,0.064,0.16
USR_001174,paid,69,18-24,tier3,20,18,5,332,True,True,True,19,0.299,0.73
USR_001175,paid,18,25-34,tier1,11,9,24,351,True,True,True,15,0.367,0.52
USR_001176,paid,39,25-34,tier2,16,12,22,377,True,True,True,18,0.587,0.75
USR_001177,paid,14,45+,tier3,5,10,19,281,True,True,True,9,0.509,0.68
USR_001178,paid,95,18-24,tier1,16,7,19,173,True,True,True,15,0.653,0.84
USR_001179,paid,15,18-24,tier2,12,4,4,169,True,True,True,23,0.384,0.8
USR_001180,inactive,49,45+,tier2,1,0,0,50,False,True,False,7,0.01,0.14
USR_001181,inactive,76,18-24,tier3,1,0,0,38,False,False,False,15,0.065,0.19
USR_001182,trial,5,18-24,tier3,5,5,2,75,False,False,True,16,0.179,0.47
USR_001183,trial,0,25-34,tier1,2,8,2,96,True,True,True,19,0.335,0.79
USR_001184,churned,110,25-34,tier2,1,0,0,16,False,True,False,22,0.067,0.15
USR_001185,paid,15,25-34,tier2,5,17,18,342,True,False,True,16,0.43,0.55
USR_001186,trial,7,25-34,tier3,11,9,6,99,True,False,False,20,0.35,0.54
USR_001187,trial,0,25-34,tier3,4,4,5,52,True,True,False,19,0.494,0.84
USR_001188,trial,2,25-34,tier3,6,4,3,40,True,False,False,16,0.426,0.55
USR_001189,churned,38,45+,tier2,1,0,0,7,False,False,True,7,0.109,0.19
USR_001190,trial,7,18-24,tier3,6,6,5,66,False,False,False,7,0.331,0.77
USR_001191,churned,72,18-24,tier2,1,0,0,41,False,False,True,18,0.097,0.27
USR_001192,paid,108,35-44,tier1,9,6,3,202,False,True,True,18,0.328,0.55
USR_001193,paid,120,18-24,tier3,10,4,30,257,True,True,True,22,0.456,0.82
USR_001194,inactive,36,35-44,tier2,0,0,0,44,False,True,False,18,0.069,0.13
USR_001195,trial,1,25-34,tier1,2,7,5,91,False,True,True,8,0.332,0.76
USR_001196,paid,57,18-24,tier2,19,13,16,433,True,True,True,20,0.31,0.76
USR_001197,paid,43,18-24,tier2,20,15,11,364,False,False,False,19,0.571,0.6
USR_001198,trial,3,35-44,tier3,7,2,1,22,True,False,False,17,0.322,0.62
USR_001199,inactive,40,18-24,tier3,2,0,0,0,False,False,False,12,0.061,0.06
USR_001200,trial,1,18-24,tier1,9,5,3,75,False,False,False,20,0.31,0.46
USR_001201,paid,18,25-34,tier1,16,6,12,173,True,False,False,12,0.348,0.51
USR_001202,paid,43,35-44,tier3,10,13,23,227,True,True,True,16,0.563,0.71
USR_001203,trial,7,25-34,tier3,10,5,1,30,False,False,False,17,0.296,0.59
USR_001204,trial,6,35-44,tier1,10,6,2,36,True,False,False,9,0.163,0.38
USR_001205,churned,102,35-44,tier3,0,0,0,39,False,False,False,16,0.021,0.2
USR_001206,trial,6,35-44,tier3,6,3,3,15,False,False,True,12,0.293,0.53
USR_001207,paid,74,25-34,tier2,19,12,16,372,True,True,True,14,0.459,0.95
USR_001208,paid,56,35-44,tier2,5,11,6,312,True,True,True,11,0.617,0.87
USR_001209,trial,0,45+,tier2,8,8,3,48,False,False,True,12,0.513,0.77
USR_001210,paid,93,25-34,tier3,16,10,13,273,True,True,True,18,0.307,0.58
USR_001211,inactive,32,25-34,tier1,1,0,0,23,False,False,False,21,0.056,0.07
USR_001212,trial,5,18-24,tier3,10,5,6,50,False,False,True,19,0.179,0.42
USR_001213,paid,101,18-24,tier2,6,14,10,422,True,True,True,13,0.594,0.82
USR_001214,inactive,55,25-34,tier3,1,0,0,16,False,False,False,16,0.018,0.06
USR_001215,churned,137,18-24,tier1,0,1,0,41,False,True,True,21,0.132,0.38
USR_001216,churned,177,45+,tier1,0,0,0,47,False,False,False,8,0.062,0.19
USR_001217,inactive,70,25-34,tier1,0,0,0,16,False,False,False,6,0.071,0.06
USR_001218,inactive,78,35-44,tier2,1,0,0,35,False,False,False,15,0.039,0.21
USR_001219,paid,24,35-44,tier2,13,7,14,276,False,True,True,17,0.534,0.52
USR_001220,churned,48,35-44,tier1,0,0,0,13,False,False,False,6,0.118,0.28
USR_001221,inactive,70,35-44,tier3,0,0,0,27,False,False,True,19,0.076,0.12
USR_001222,trial,3,25-34,tier1,11,9,5,135,False,False,False,13,0.26,0.82
USR_001223,inactive,83,18-24,tier3,0,0,0,23,False,True,False,19,0.033,0.16
USR_001224,inactive,15,18-24,tier2,1,0,0,38,False,False,False,21,0.059,0.24
USR_001225,trial,1,18-24,tier3,7,6,2,66,False,True,False,20,0.318,0.7
USR_001226,trial,0,25-34,tier1,6,6,6,36,False,True,False,18,0.458,0.53
USR_001227,churned,174,18-24,tier3,1,2,0,46,False,False,True,16,0.058,0.36
USR_001228,inactive,89,35-44,tier2,0,0,0,8,False,False,False,18,0.054,0.05
USR_001229,paid,98,25-34,tier3,16,13,20,335,True,True,True,23,0.419,0.91
USR_001230,churned,178,18-24,tier2,0,0,0,4,False,True,False,23,0.044,0.11
USR_001231,paid,36,25-34,tier3,19,8,19,247,False,True,True,11,0.449,0.9
USR_001232,trial,6,25-34,tier1,11,6,3,78,False,True,False,20,0.187,0.69
USR_001233,paid,107,25-34,tier2,16,7,16,261,False,True,False,18,0.451,0.62
USR_001234,paid,36,45+,tier2,4,8,13,148,False,True,True,7,0.408,0.75
USR_001235,paid,24,45+,tier2,16,5,5,176,True,True,True,19,0.505,0.66
USR_001236,churned,47,18-24,tier3,0,1,0,34,False,False,True,15,0.09,0.29
USR_001237,paid,9,25-34,tier2,7,17,5,543,True,True,True,12,0.502,0.68
USR_001238,churned,169,45+,tier2,1,1,0,15,False,False,False,7,0.02,0.11
USR_001239,paid,9,35-44,tier1,15,5,11,213,True,True,True,5,0.462,0.63
USR_001240,trial,3,35-44,tier3,8,5,1,50,False,True,False,17,0.207,0.55
USR_001241,inactive,87,25-34,tier1,1,0,0,35,False,False,False,9,0.035,0.18
USR_001242,paid,80,25-34,tier3,16,13,15,370,True,True,True,7,0.653,0.82
USR_001243,paid,117,35-44,tier2,7,11,12,272,True,True,True,18,0.407,0.87
USR_001244,churned,152,45+,tier1,0,0,0,9,False,False,False,7,0.089,0.23
USR_001245,trial,4,18-24,tier2,10,9,7,72,False,True,False,23,0.387,0.83
USR_001246,churned,33,25-34,tier3,0,1,0,22,False,False,False,8,0.062,0.18
USR_001247,inactive,45,18-24,tier3,0,0,0,0,False,False,False,17,0.039,0.24
USR_001248,churned,89,35-44,tier2,2,0,0,41,False,False,False,18,0.09,0.21
USR_001249,trial,1,25-34,tier2,7,5,4,45,True,False,True,8,0.462,0.83
USR_001250,trial,4,45+,tier2,3,4,1,40,False,True,True,11,0.32,0.61
USR_001251,paid,61,35-44,tier3,15,15,13,472,False,True,True,20,0.318,0.76
USR_001252,paid,105,18-24,tier2,19,9,4,345,True,True,True,21,0.585,0.93
USR_001253,trial,7,25-34,tier2,4,9,2,135,False,True,False,11,0.414,0.62
USR_001254,trial,5,35-44,tier2,5,3,4,45,False,False,True,14,0.521,0.78
USR_001255,paid,26,25-34,tier3,14,14,27,322,True,True,True,10,0.498,0.82
USR_001256,churned,147,45+,tier2,2,0,0,44,False,False,False,7,0.096,0.1
USR_001257,trial,7,18-24,tier3,7,5,5,50,False,False,False,19,0.242,0.58
USR_001258,churned,98,25-34,tier3,2,1,0,17,False,False,False,17,0.122,0.2
USR_001259,paid,72,45+,tier2,9,13,13,326,True,True,True,5,0.545,0.81
USR_001260,trial,4,35-44,tier2,7,8,1,96,True,False,True,12,0.251,0.57
USR_001261,trial,7,35-44,tier1,9,3,1,15,False,True,True,6,0.434,0.67
USR_001262,inactive,88,45+,tier2,0,0,0,28,False,False,False,7,0.065,0.14
USR_001263,paid,36,18-24,tier3,7,18,30,356,False,False,True,19,0.359,0.51
USR_001264,inactive,71,18-24,tier3,0,1,0,32,False,False,False,22,0.037,0.09
USR_001265,churned,157,18-24,tier3,0,1,0,47,False,False,True,19,0.098,0.15
USR_001266,churned,145,18-24,tier2,0,0,0,48,False,True,False,10,0.106,0.22
USR_001267,paid,64,25-34,tier1,18,4,26,142,True,True,True,6,0.319,0.63
USR_001268,trial,3,18-24,tier2,4,2,2,30,False,True,False,21,0.379,0.88
USR_001269,churned,38,25-34,tier1,0,0,0,11,False,False,False,19,0.08,0.2
USR_001270,paid,39,25-34,tier2,10,14,30,444,False,True,True,10,0.33,0.66
USR_001271,churned,74,18-24,tier2,0,0,0,27,False,False,False,15,0.044,0.31
USR_001272,trial,6,25-34,tier1,3,2,6,14,True,False,False,8,0.284,0.4
USR_001273,churned,33,18-24,tier1,1,0,0,40,False,False,False,23,0.094,0.29
USR_001274,inactive,77,25-34,tier3,1,0,0,48,False,False,False,16,0.033,0.23
USR_001275,trial,3,18-24,tier3,13,10,1,70,False,True,True,19,0.223,0.48
USR_001276,trial,2,45+,tier3,8,6,4,84,True,False,True,9,0.446,0.71
USR_001277,inactive,20,18-24,tier2,2,0,0,17,False,False,True,20,0.049,0.25
USR_001278,paid,113,35-44,tier2,8,10,10,226,False,True,True,10,0.306,0.84
USR_001279,churned,160,18-24,tier2,2,1,0,2,False,False,True,21,0.112,0.35
USR_001280,paid,30,18-24,tier1,19,13,13,418,False,True,True,23,0.393,0.69
USR_001281,trial,6,45+,tier1,6,2,1,18,False,True,True,5,0.196,0.54
USR_001282,trial,1,45+,tier2,7,6,0,66,True,True,False,13,0.416,0.68
USR_001283,inactive,86,25-34,tier2,1,0,0,38,False,False,False,16,0.014,0.18
USR_001284,inactive,63,18-24,tier2,1,0,0,40,False,False,False,19,0.035,0.22
USR_001285,inactive,53,45+,tier2,0,0,0,21,False,True,False,15,0.048,0.13
